id_str,topic,topic_name,score,text_lexical
2057365079683739656,-1,Tidak Spesifik,0,autumn waktu terbaik buat bunuh diri galau nya ktulungan
2057360708300632274,-1,Tidak Spesifik,0,sama aku percaya sihh kalau jalannya jangan bunuh diri dulu kakk semangatt
2057360000230773002,2,Finansial,1,orang kamu gaji level taun taun disuruh seharian kerja sauna minim ventilasi bunuh diri syukur kak
2057356531541463447,-1,Tidak Spesifik,0,semua punya cara sendiri buat menngelola stres menjadi depresi
2057352787097518125,5,Lingkungan/Sosial,1,iman takwa minimal keluar lingkungan toxic
2057341837795561479,1,Masalah Keluarga,1,datang pengantar pulang taruhan catatanppds duduk ruang tunggu rumah sakit pendidikan gunakan kemeja hitam dipaksakan rapi menutupi degup dada beraturan istri tengah berada balik pintu menempuh wawancara program
2057337863893840214,4,Pekerjaan,1,kerja jng smpe depresi bsa jaga diri
2057328636454412432,6,Pemerintah,1,sebahagian aktivis diculik dijangka dipindahkan penjara ketziot israel sncc kecam tindakan itamar ben gvir lakukan kekerasan fizikal tekanan mental ugutan aktivis aktivis gsf termasuk rakyat malaysia ditahan pelabuhan ashdod stabil
2057325784143200542,6,Pemerintah,1,terkini aktivis gsf termasuk rakyat malaysia ditahan pelabuhan ashdod stabil sebahagian aktivis diculik dijangka dipindahkan penjara ketziot israel sncc kecam tindakan itamar ben gvir lakukan kekerasan fizikal tekanan mental ugutan
2057296028026786038,-1,Tidak Spesifik,0,stres keadaan resah cemas tegang sebagainya akibat tekanan mental fizikal stres normal situasi tertentu cara mengurus stres mampu memberikan impak positif sebaliknya diri amalkan tip atas menangani stres
2057292410691244167,1,Masalah Keluarga,2,jujur aku kira cuma cuplikan film ternyata kisah nyata rumah tangga kebanyakan orang pantes dapet banget emosinya wdyt guys misal kalau kalian jadi istri intan tinggal bareng mertua plus punya ipar toxic depresi banget si guyss kalian bakal
2057290995495215400,-1,Tidak Spesifik,0,survey dlu apa gmna penduduk rata rata bumi fans emyu nge banter emyu sama bunuh diri menghilangkan konsumen memakai grab
2057290402684866937,-1,Tidak Spesifik,0,kak orang sdg depresi berbeban sangat berat merasa dirinya sangat teramat lelah menemukan jalan baik berfikir normal sbnrnya butuh pertolongan perhatian sekelilingnya
2057285681580556751,6,Pemerintah,1,biasanya kalau orang ngeluarin kata andai mulai masuk depresi sih mas kan jadi presiden bukan pilihan mas nya kok mulai berandai andai
2057272318003642783,2,Finansial,1,situasi ekonomi sekarang paling pahit gen sandwich harga naik sulit gapai bahkan menabung kadang kadang generasi banyak stres depresi menghadapi kenyataan terima jangan kan makan esok entah bagaimana
2057270722326893030,-1,Tidak Spesifik,0,apa istilah pick me aku pernah difase apa apa takut salah malah depresi cuk jadi aku gapeduli apapun omongan orang hehehh semua orang disekitarku gitu ayo happy mikirin omongan orang
2057265453316391166,-1,Tidak Spesifik,0,depresi keadaan mahadahsyat
2057247248006979773,-1,Tidak Spesifik,0,rahasia tidur jarang dibahas penjelasan sisi psikologi medis tidur bukan cuma soal istirahat fisik pola tidurmu sering jadi cermin kondisi mental emosional kamu pendam penjelasan ilmiahnya nangis tidur menangis mekanisme
2057231940730900959,4,Pekerjaan,1,seinget ku kak salah tangkap terus dibebasin cap murd r dilingkungan jadi akhirnya maybe depresi bs cari kerja salah satunya meninggal kanker umur makanya pak yoon tetep hidup support sistem keren banget
2057199109287616565,-1,Tidak Spesifik,0,douf m e cedidl v pes m depresi
2057185240519750027,3,Percintaan,1,tau s cewek a k a ksr bnyk haters nya jaman dui denial bunuh diri knp gaslighting k mantan apa aduhh ksh ngirim karangan bunga lewat gm masuk akal mantan
2057182714919591993,-1,Tidak Spesifik,0,recenze eldor do v disku kibicuj c babi ka p edstaven absolvent damu za n p sn eldor do kter v s na t st nabije optimismem d ky kter mu p e ijete n sleduj c existenci ln depresi hlavn postavou nen roadtrip za lep m sv tem ale babi ka kterou hraje kdokoli
2057176701676003695,-1,Tidak Spesifik,0,depresi dirangkul dibantu mati dijudge hidup dibilang lemah doang makanya banyak orang mau minta takut dikatain sama org bego hujat pas otaknya berfungsi alam bawah sadarnya cari jalan pintas bundr
2057175895102890255,-1,Tidak Spesifik,0,kalimat cuman diterima sama akalnya sedang depresi mana mempan otak buntu mikir jadi solusinya ap awasi punya gejala sampe tenang baru bicara kalau punya kemampuan bantu kata bakal nyelesein masalah
2057153431002079604,-1,Tidak Spesifik,0,cewe kelihatan terlalu kurus terlihat kekurangan nutrisi sepertinya mengalami depresi
2057146834997617026,-1,Tidak Spesifik,0,emng rangkul kalau orng terdekat terindikasi depresi dunia semua manusia luput namanya masalah samsara they need talk and understanding
2057137617553219687,-1,Tidak Spesifik,0,curiga depresi berat haha
2057137379622936649,-1,Tidak Spesifik,0,urusan neraka tuhan tau rugi sendiri bunuh diri keadaan makan mie ayam
2057137033999704304,3,Percintaan,1,fyi ksr melakukan bbrp kali percobaan bundir nov operasi ligamen pasca percobaan bunuh diri merawat mantan pacarnya non seleb smntra ibunya asik makan makan pacarnya saeron dibawa mantannya pulang kerumah pasca operasi
2057133420900434254,6,Pemerintah,1,bunuh diri tahan dulu apa liat prabowo meninggal
2057133409659752693,-1,Tidak Spesifik,0,depresi rumpas tutuik
2057133166415208847,-1,Tidak Spesifik,0,masa aku kepikiran kalau dedek benar benar bakal gugurin terus juni stay sama remos berujung depresi juni kapan bahagiannya dong kak kalaupun memang apa apa adek juni stay sama remos kalau yello
2057066042078490819,-1,Tidak Spesifik,0,semua orang cutting gara atensi anjing kakel kamu kepikiran cutting bahkan buat atensi aslinya butuh pertolongan nya mikir nyakitin diri buat ngancem orang orang benar benar cutting mau bunuh diri mikir pantes disakitin
2057062809276694628,-1,Tidak Spesifik,0,keinget waktu depresi terus psikiater ngecek badan aku bersih nya luka eh malah dibilang km bohong soalnya orang depresi ngelukain dirinya sendiri terus aku hah apaan si posisinya aku tidur hari
2057057940184674656,-1,Tidak Spesifik,0,aku kelelahan banget liat tl i ll be off for a while
2057057488076423526,-1,Tidak Spesifik,0,jadi bunuh diri bukan bonlap rada janggal
2057054887477952789,-1,Tidak Spesifik,0,iya paham mangka nya aku mundur ja nnti nya bunuh diri diabaikan
2057054696846840061,-1,Tidak Spesifik,0,depresi aku denger suaranya wowo
2057054548536307781,2,Finansial,1,butuh duit jujur kalau depresi sih lah pikiran cuicaid kok kadang lewat aj
2057051908741996885,3,Percintaan,1,anggap sja masalah bunuh diri benar memang sya rasa smpe bunuh diri orngnya siapa dimash pacar erine getcontact jelas real nmr nya erine beberapa nama kontak hnya orng terdekat erine menamai bgitu
2057047989651431565,-1,Tidak Spesifik,0,kayaknya aku klepek ter jihoon marga ju park jangan lolos dulu dah balik tae kalau depresi aje ye taee
2057044419711549761,-1,Tidak Spesifik,0,bunuh diri kalo mengarah bonlap real hoax yaa
2057043083502764174,1,Masalah Keluarga,1,liat anak penjual donat dijalan auto gajadi bunuh diri jangan bunuh diri gaes mie ayam enak
2057042185498067434,-1,Tidak Spesifik,0,nah kalau kamu mau lebih menantang nampar realita langsung ayo nonton spin off nya hataraku saibou black bedanya derajat anime ngegambarin kondisi tubuh manusia hancur hancuran akibat gaya hidup toksik jarang olahraga stres berat merokok minum
2057039799480180846,6,Pemerintah,1,andai tau banyak depresi bahkan odgj bukan alasan stunting justru stres psikis kentara layaknya orang baik pinjol raturan trilyun mengalir rakyat bawah
2057039034359459938,2,Finansial,1,tahun kasus bunuh diri faktor ekonomi pinjol jumlahnya ratusan tertinggi jawa tengah kasus bunuh diri disusul jawa timur kasus bali kasus industri pinjol meraih laba hingga rp triliun wajarlah aceh dipuji
2057035749678256186,-1,Tidak Spesifik,0,aku kayaknya butuh banget akomodasi keluar trauma depresi duitnya
2057034593560334757,-1,Tidak Spesifik,0,aku stres butnout trauma depresi efek hima menyejahterakan mengakomodasi toksik orang orangnya monyet
2057030879722226076,1,Masalah Keluarga,2,kak benar lhoo kalau ibu nya benar benar pensiun cariin kesibukan bukan cuman ngurus cucu berkebun ngalamin mulai kakek nenek terus sekarang ortu pensiun kerjaan malah jadi depresi terus sakit mulu sembuh balik kerja
2057021566026690584,6,Pemerintah,2,rakyat bermimpi raya allah aku marah banget sama statement rakyatnya disuruh jangan bermimpi tinggi definisi sejahtera si onoh emang serendah kok mimpi kolektif satu negara langsung dipatok batasnya
2057020365067755971,6,Pemerintah,1,rakyat bermimpi semua wni bunuh diri masal
2057018234264793125,-1,Tidak Spesifik,0,tandain siapa pertama punya usul menghentikan mgb gaess tiba berita ditemukan meninggal dugaan bunuh diri janggal
2056937743457177707,-1,Tidak Spesifik,0,aku bunuh diri anyink
2056936486252183584,-1,Tidak Spesifik,0,ayo tiru arsenal ugly win is a win mbuh gol set piece gol bundir gol kontroversi pokoke menang disik mental iku sing mbok tiru main cantik iku bonus
2056935698020929803,-1,Tidak Spesifik,0,kalau iya temen nya bunuh diri gara gara erine coba bukti aku percaya
2056922799273587018,1,Masalah Keluarga,1,judi online bukan jalan keluar justru membawa kecanduan tekanan mental hingga merusak masa depan diri sendiri keluarga stopjudionline polresmadiun saynotojudionline judibukansolusi lindungikeluarga polriuntukmasyarakat
2056918862894117352,4,Pekerjaan,2,kalau kalian liat orang indo males malesan disiplin pikir malas stres burnout trauma depresi efek tempat kerja menyejahterakan mengakomodasi bahkan abusive mendiskriminasi standar produktivitas hustle culture palugada
2056913963762500095,-1,Tidak Spesifik,0,ora mati bunuh diri kok diempati bunuh diri jelas dilarang disemua agama sendiri menghargai hidupnya ngapain empati sama orang modelan gt bunuh diri tindakan terbodoh manusia mensyukuri nikmati tuhan dipastikan orang neraka
2056913118182482225,4,Pekerjaan,1,kecemasan parah sebulan pertama kerja wkwkw
2056887879587320181,-1,Tidak Spesifik,0,alarm bahaya kesehatan wanita jangan remehkan menstruasi teratur biasanya hormon terganggu stres kondisi pcos perbaiki tidur makan lemak sehat kelola stres susah bab bab teratur kurang serat cairan gangguan
2056880154161619048,-1,Tidak Spesifik,0,izin ungkap krisis integritas pekerja pabrik kertas raksasa kudus tahun nemani bawah membantu selesaikan skripsinya sukses posisi nyaman dikhianati depresi berat poli jiwa rsud pati malah menantang karma bukti lengkap terlampir
2056878514377519232,6,Pemerintah,1,ampe bundir kdrt gatakut ye jadi pejabat negara
2056874370388369419,-1,Tidak Spesifik,0,justru banyak keburu mati sih sekarang aj banyak bunuh diri entah gegara kelilit pinjol sanggup berobat kalau kaburajadulu bertahan hidup menyambut kematian sih either way
2056860164427579519,-1,Tidak Spesifik,0,bunuh diri kontol tuhan kamu noh bunuh diri haha
2056859730874925316,6,Pemerintah,1,qanun aceh dibuat menjaga rakyatnya batil bg pemerintah memberi pagar rakyatnya msk jurang buktinya bnyak gara pinjol orang jadi bunuh diri
2056852786680095169,-1,Tidak Spesifik,0,tulisanku berhenti bab tiga aku ngerasa depresi sakit sakitan sebulan sebulan lamanya aku sakit sembuh sakit sembuh aku pamitan mentorku aku bakal lanjutin novelnya aku terlalu stres kenangannya menyiksa batin
2056850073187946502,-1,Tidak Spesifik,0,butuh orang trending sendiri jgn lupa minum anti depresi
2056845023183024619,-1,Tidak Spesifik,0,aku th fase alhamdulillah sempat depresi dipikir mau bagaimana emang disuruh ketemu jodohnya mau nangis darah ngefek diterima keadaan apa adanya
2056818926332662089,3,Percintaan,1,tinggalin kak btw seumur idup lama loohh kebayang pas nikah terus tengah malam minta sempol ayam kamu nurutin terus mau bundir kan lebih ribed orang normal nikah berubah jadi akward
2056797339080339620,-1,Tidak Spesifik,0,malah meragukan sih aku banh april nanyain erine aku erine oshi awalnya mei baru mulai katanya korban banyak kagak up aku kira temennya mungkin bundir hinaan erine aku baru liat ketik fitnah
2056788957615276272,-1,Tidak Spesifik,0,mau bantai akhirnya bundir mampus teroris sebenarnya
2056787545284092377,-1,Tidak Spesifik,0,tiba tiba depresi tiba tiba happy
2056654389612572724,1,Masalah Keluarga,2,jujur depresi aku liat ayah orang begini dont mind me aku seneng liat orang tua bahagiain anaknya
2056653112442851723,3,Percintaan,1,aku tangkep selama ngikutin tiara tuh waktu alshad viral ketahuan selingkuh terus liat tiara podcast sama kak sarah kemungkinan depresi depresi mempengaruhi vokal melemahkan otot area tenggorokan lainnya
2056647841469370612,-1,Tidak Spesifik,0,cara km ngehandle masalah keren bgt makasih jujurr aku bahkan inget setengah hidup aku bahkan aku lupa lakuin apa aku but isokey jarang orang sadar kalau jadi punya memori jangka pendek trauma depresi kadang orang ngira emang
2056641567725613444,4,Pekerjaan,2,status budak korporat banyakan lapangan alhamdulillah driver kantor biasa mah nge grab kalau sering full time kantor puyeng sesak napas pernah kerja salah satu anak perusahaan grup besar indonesia bener bener full time kantor aduh
2056629715046121855,4,Pekerjaan,3,rl if u can choose between lingkungan kerja tolerate the disrespect berada lingkungan toxic teman mending sendirian bahkan resign kerjaan cari kerja baru
2056618777480184131,4,Pekerjaan,2,info loker hari mei buat kalian yg fresh graduate nganggur kelelahan kerja lama pindah industri cuma iseng scroll cari harapan aku share beberapa loker buka a thread
2056618202352812436,-1,Tidak Spesifik,0,propadl jsem z toho v investi ni depresi
2056616336563024306,-1,Tidak Spesifik,0,kasian depresi favenya kena hate sana sini jadi bawa bawa fave orang baru balik cannes
2056599040658395533,-1,Tidak Spesifik,0,orang depresi gara gara jaeri izinn
2056589992588386552,-1,Tidak Spesifik,0,harusnya diterapinbke seluruh indo bunuh diri gara gara terlilit pinjol
2056583554868658457,-1,Tidak Spesifik,0,kalau kena hate waras waras pemikirannya padahal kalau diliat wish benar benar grup separation kecemasan banget kok nya orang malah ngasih opini sampah gt gbisa liat kelakuan sikap abang seneng banget
2056578114910654768,4,Pekerjaan,2,gaji aku bbrp bulan lalu jt diatas umr jkt resign lingkungan toxic sekarang susah banget cari kerja sampe aku ambil ngepas umr doakan aku langkah baik guys makasii work
2056570539406458966,-1,Tidak Spesifik,0,perang bukan meninggalkan kehancuran fisik luka mental mendalam laporan terbaru menyebut tentara israel keluar dinas militer mengalami gangguan psikologis akibat tekanan trauma perang berkepanjangan depresi kecemasan hingga
2056569454738419755,-1,Tidak Spesifik,0,pembahasannya ternyata guys jadi gangguan psikis pica sebuah gangguan makan mana seseorang memiliki dorongan kuat mengonsumsi benda benda bukan makanan batu rambut besi baterai gangguan berkaitan autisme
2056566001400205512,-1,Tidak Spesifik,0,sungho mengalami depresi aku bilang gitu diliat nunggu taesan pergi nganter makanan rumah berantakan cahaya masuk dmna mauu menyendiri masuklah ihan bikin mulai terbuka
2056565997172412760,-1,Tidak Spesifik,0,teori akuu essay film riu sakit mental nolong taesan rumahnya riu taesan sakit mental rs infus menunjukkan sikap depresi sama taesan chillhod friend terus kluarga riu muncul satupun
2056548662256554029,4,Pekerjaan,1,halo guys maaf lama aktif dsni aku cuma dtng sini liat terus like repost muncul tl aku aku pen jujur klian aku kerja gk lnjut pt terus akhir aku kelelahan parah punya tenaga buat ngapa ngapain
2056515018741743979,1,Masalah Keluarga,1,syok baca berita anak arsi bunuh diri gedung arsi
2056462923606933982,-1,Tidak Spesifik,0,wibuu mending bunuh diri gih
2056458691541680447,-1,Tidak Spesifik,0,depresi banget wowo
2056423666997768601,3,Percintaan,1,pengangguran tinggi atas turki loh childfree naik bunuh diri naik kurdi banyak nikah sama cewe indo buka street food turki disini
2056416458411049150,-1,Tidak Spesifik,0,lawan oceanid full flins alias bundir tetep berhasil soalnya keren
2056413001750835701,-1,Tidak Spesifik,0,guys inituh sbnrnya akun rd akun buat ngeluapin depresi horny feminim akuu sekarang jadi folls
2056397525129847148,-1,Tidak Spesifik,0,sampe depresi si ribka loh
2056385962746515825,-1,Tidak Spesifik,0,delayed ejaculation kebalikannya ereksi gairah hubungan lama sulit mencapai orgasme ejakulasi kadang lelah duanya penyebabnya efek obat tertentu terutama antidepresan diabetes gangguan saraf terlalu terbiasa
2056374033231544365,-1,Tidak Spesifik,0,beberapa tahun lalu aku orang depresi hampir tiap hari overthinking orang gila mas saksi nya wkwkw sempet deeptalk perkara aku semangat hidup alhamdulillah sekarang jarang overthinking dlu lebih legowo menjalani hidup
2056370817970426320,-1,Tidak Spesifik,0,bunuh diri
2056368843875049956,-1,Tidak Spesifik,0,emang kelelahan parah disini tuntutan kerjaannya beda dibanding indo kalau disuruh balik mah dulu deh
2056368564853252153,-1,Tidak Spesifik,0,sungho sebersih disuruh akting layaknya orang depresi kamar berantakan mampus apa gatel selama syuting
2056363262703521938,1,Masalah Keluarga,1,chapt hwan gagal melakukan perlawanan banyaknya alasan kegagalannya kesalahan fatal terbesar mempercayai yoon seongwon ayah yirang berdasarkan hukum kerajaan khusus melarang publikasi catatan medis putra mahkota
2056362951578448047,5,Lingkungan/Sosial,1,kaget sih suka nyuruh orang bundir panutan kamu suka bully junior pendukung prabowo
2056362101200085395,-1,Tidak Spesifik,0,njirlah pembunuhnya malah bunuh diri diadilin gamasuk penjara overall
2056330484741976342,-1,Tidak Spesifik,0,semakin bertambah umur semakin besar niat bunuh diri
2056325239223750985,-1,Tidak Spesifik,0,abis ngamuk abis minta maaf crash disitu training sprint balap crash test crash semua kyknya x dlm hr bagaimana makin depresi sirkuit catalonia dipake test sama panitia
2056317563953643857,1,Masalah Keluarga,1,pernah suatu umat datang cmiiw sayyidina umar mau menikahkan anak perempuannya dulu pernah mencoba bundir tanya haruskah aku beritahu calon suaminya apa kata sayyidina umar apa kau mau membongkar aib ditutupi allah
2056317420785090747,-1,Tidak Spesifik,0,the beloved rodrigo sorogoyen spanyol sentimental value spanish style kalau sentimental value cengeng depresi orang orang skandinavia beringas okelah lebih suka sentimental value
2056316825252896842,5,Lingkungan/Sosial,1,kamu pake logika snowball begini nentuin haram bakal hidup tenang kalian temen kamu abis becanda ngatain muka kamu cepirit toilet rest area terus kamu bales ngatain mukanya jamban disiram hari pulang kepikiran insecure terus bundir masa kamu dosa jariyah
2056312154865959078,-1,Tidak Spesifik,0,iya aku harap bunuh diri
2056301109921341824,4,Pekerjaan,2,tuntutan penguasaan skill sih aku rasain banget skrng burnout parah padahal gaji entry level munafik kalau kerja bidang aku sangat menjanjikan
2056301078409544057,6,Pemerintah,1,sekarang banyak demo jepang kak menurutku warga jepang senyaman kok hidupnya kalau iya mana mungkin banyak bunuh diri sana merasa hidupnya sia sia
2056290738309382494,3,Percintaan,1,apa tujuan utama kalian ngegym terlihat bagus telanjang lemesin otot tegang steam sauna terlihat manly cari pasangan cuci mata depresi
2056288101308534922,-1,Tidak Spesifik,0,depresi clinical depression dunia psikiatri kebangun terlalu pagi termasuk salah satu tanda cukup umum depresi biasanya orang jadi bangun lebih awal rasa dada berat kosong gelisah banget faktor usia makin nambah umur jam biologis tubuh
2056285193154248918,3,Percintaan,1,hamil luar nikah marah marah gagal nikah depresi nangis salahkan pemerintah
2056282762970366158,-1,Tidak Spesifik,0,mana adaa bejirr kalau berarti semua orang pernah ngentot sama orang depresi lgsg ikutan depresi dongg fakk stupid banget stop manipulasi stop jadi bodoh mudah dimanipulasii
2056280004624052258,1,Masalah Keluarga,1,lama kemudian keluarga pindah pernah kisah menyebar seluruh amerika sebagian orang percaya rumah benar benar berhantu sebagian yakin semuanya hanyalah kombinasi trauma tekanan mental penyakit sugesti
2056279254728610265,-1,Tidak Spesifik,0,secured pre sale artist festival the weeknd jakarta benar benar hidup depresi abis ngelewatin tahun diem sama cowo bingung ternyata sisa nyawa pengharapan hidup aku denger tuhan buat ketemu abel see yoy abel
2056275778091077753,-1,Tidak Spesifik,0,mundur terus si ponakan naik beuh bunuh diri
2056273991619182812,-1,Tidak Spesifik,0,za il jsem depresi spojenou s vyho en m z pr ce to je asi hor del je to spojen s nemo nost hlubok ho sp nku a to lov ka asem rozlo nav c v e co oby ejn pom h tj co n m n n zlep uje n ladu nefunguje kdo neza il nepochop
2056271462647070779,5,Lingkungan/Sosial,1,butuh teman cerita huft makassar
2056266012941812021,-1,Tidak Spesifik,0,gedung fakultas ku pernah dipake bunuh diri
2056265279806861610,-1,Tidak Spesifik,0,tiba keinget waktu bunuh diri stasiun gondangdia
2056264740419301574,-1,Tidak Spesifik,0,pernah baca tweet orang sebenarnya kemauan orang indo bunuh diri tinggi dikatakan setara jepun kehalang masuk neraka menganut agama
2056263165286228207,4,Pekerjaan,1,kalian tau sih gen z rata rata indonesia gampang marah moodyan eror pelupa ngantukan depresi stres tuntutan atasan macet semua permasalahan gen z umumnya riset menunjukkan gen z indonesian sering terjangkit
2056253157655843188,-1,Tidak Spesifik,0,orang orang bilang aku depresi cowok padahal dibalik trauma masa kecil hilang jadi kalau nanya iyain diceritain paham masuk otak
2056250673621266488,-1,Tidak Spesifik,0,aamiin allahuma aamiin depresi dollar sekarang
2056249321000214866,-1,Tidak Spesifik,0,nonton takopi eps awal jadi keinget diskursus orang bunuh diri disuruh makan mi ayam bantuan terlalu blunt berempati dulu cuma bakal menyakiti pihak dibantu
2056246669419900932,-1,Tidak Spesifik,0,gunung kidul emang anomali banyak kasus bundir wilayah nya gersang pantes banyak makan walang goreng
2056246534367555953,4,Pekerjaan,2,samaa aku cari kerja huhu berharap banget dapet kerjaan lingkungan toxic pressure
2056240262171824311,-1,Tidak Spesifik,0,iya rasanya liat orang kanker disuruh bunuh diri sekalian
2056230814795661388,-1,Tidak Spesifik,0,lebih enak hidup menderita jepang hidup menderita wni bedanya wni untung bnyk takut neraka jadi g sebanyak jepang bundir
2056226633703731472,1,Masalah Keluarga,1,keluarga jw terus keluarga c ngelarang j mau ketemu c semenjak ditinggal j c depresi berat
2056218530551619864,-1,Tidak Spesifik,0,penduduknya paling bnyak pertolongan warga mau bunuh diri diutamain
2056208396966338961,-1,Tidak Spesifik,0,g banget cuma satu soalnya nempel terus benar benar separation kecemasan parah dikit peluk dikit banyol dikit ndusel dikit ciom momen barengnya buanyak banget jadi cuma sayang satu orang susaahh hahahha
2056195242471416022,-1,Tidak Spesifik,0,berasumsi positif selalu terjadi hari senin terlalu membuat depresi jangan lupakan secangkir kopi mu
2056194902703456751,-1,Tidak Spesifik,0,semua akgae jelas parah lahh ka namnya akgae bahkan idol disuka disuruh bunuh diri sama
2056183787722363316,6,Pemerintah,1,justru oot terakhir penting kasus byk pengguna pinjol bunuh diri kan kurangnya edukasi ngomongnya pemerintah alias inklusi keuangan luas dikasih edukasi memadai akibatnya pinjol merajalela cc
2056182941974421713,-1,Tidak Spesifik,0,jadi psikosomatis psikosomatis sendiri gabungan kata pikiran psyche tubuh soma diartikan gangguan psikosomatik keluhan fisik timbul dipengaruhi pikiran emosi bukannya alasan fisik jelas
2056180143518073150,-1,Tidak Spesifik,0,benar lingkaran setan bang jatuhnya bokep judol pinjol bunuh diri terus
2056178833024524496,-1,Tidak Spesifik,0,isnin je terus amuk murung depresi sakit mental penatnya jadi hamba abdi dunia corporate
2056176132224090196,-1,Tidak Spesifik,0,aku awal mikir kalo rajanya mati ratunya mimpin apa pertahanin tradisi perempuan gaboleh mimpin ternyata web novelnya ian wakilin si raja waktu hidup si raja depresi sampe kejanduan alkohol makanya beban banget
2056175891651445222,-1,Tidak Spesifik,0,misalnya kamu cerita stres banget smpe masuk kategori depresi jadi hrs psikiater terus nyeletuk makanya sholat tau salahnya apa kamu bete gaa
2056168098324156789,4,Pekerjaan,1,iya aku mikir selama ngejabat aku apa milih sama sekali depresi gadapat kerja
2056167179826122968,-1,Tidak Spesifik,0,iku kamu batu mojokerto jmbatan kmren viral bnyk bunuh diri
2056165887967887699,-1,Tidak Spesifik,0,iya at least kalau nyari makan tempat sampah jangan dipilih paling busuk sih bunuh diri namanyaa
2056162514556338481,1,Masalah Keluarga,1,dimengerti aku melihat banyak laki kena tekanan mental posisi spt istrinya fine aja mertua keluarga besarnya sama banyak kuat kena sindiran omongan belakang
2056162324424360113,2,Finansial,2,ekonomi lesu rupiah terus melemah sampe kucing mau bunuh diri
2056144485512556656,1,Masalah Keluarga,1,hukum memble thd predator sex anak lsm pembela hak kaum nya masuk angin meminta pelaku dijaga martabatnya puluhan ratusan anak bangsa depresi stress merasa kotor berharga direnggut masa depan cita nya dgn cara biadabb
2056142055680983168,-1,Tidak Spesifik,0,dlu btul g pham nganggep idol bunuh diri alay lebay g puny pendirian lemah skrng bru paham sepaham pahamny
2056115549701279748,-1,Tidak Spesifik,0,intinya kakaknya depresi berat sampe halusinasi candu alkohol benar benar sayang banget drama plot segini kompleksnya dibebanin eps sutrada kru penulis naskah sama cast nya bingung banget mo dipadetin smp mana semua salah mbc
2056065146024595937,-1,Tidak Spesifik,0,bukan aku stop ngira aku anjirr orang seenakbya pake foto aku sumpah kecemasan parah soal nya tmn real life aku notice
2056057102314148022,-1,Tidak Spesifik,0,sekarang nyari liriknya sama soalnya kondisi kehidupan semakin mengenaskan bukti sekarang banyak orng lebih depresi drpd bahagia knp kalau sedih nyarinya liriknya diresapi kalau bahagia nyarinya instrumennya enak buat joget kpop
2056049013309481456,-1,Tidak Spesifik,0,off stres depresi aku mulai kambuh habis cf fuck of you bitch bye
2056044575744262434,2,Finansial,1,nah aku pikir bundir sampe ryu merasa berdosa kabur jp lha ternyata idup aku ryu nya denial waktu arata confess nah kalau johan ryu nya ngerasa utang budi lama jadi suka btw arata ganteng loh hahaha
2056042847380599157,-1,Tidak Spesifik,0,uas bang tekanan mental
2056041879100350469,-1,Tidak Spesifik,0,need jasa joki kehidupan depresi berat zonauang
2056038116277039372,-1,Tidak Spesifik,0,aku malah kepikiran arata pd duluan suka sama ryu sampe percobaan bundir si ryu malah nyamperin pas arata sadar aja beda bnget perlakuan ma joha n pd ryu arata bestie lama kan hahaha jadi kasihan aja dikasih kesempatan ma ryu
2056037091545633163,-1,Tidak Spesifik,0,analisis geologis kompleks kaldera ijen sisa runtuhan gunung api purba berdasarkan analisis topografi citra satelit wilayah bentuk depresi melingkar menyerupai mangkuk raksasa tersebut merupakan bukti nyata sisa letusan gunung api purba sangat masif
2056033530027884924,-1,Tidak Spesifik,0,who tf cares about ur parents salary bro either depresi mikirin masa depan kamu they re one of the culprit
2056027746447540490,-1,Tidak Spesifik,0,rep bundir yawis nganah urip isine gur kesuh kesuh ngrecoki jossgawin bae digawe abot lah bunuh diri gari bundir ngapa kudu ngetik kie apik apa
2056013467224846782,2,Finansial,1,pagi sunyi dusun sindangjaya desa cisontrol kecamatan rancah kabupaten ciamis neraka terbuka lebar tarsum seorang juragan domba dulu dikenal ramah bangun beban tertahankan utang menumpuk hingga rp juta pinjaman bank utang
2056006168481567075,-1,Tidak Spesifik,0,me too aku ninggalin booth dijaga cowo ku tau perstok an harga its bunuh diri namanya wkwkw temenku sih satu cuman kasian jadi nya cuman berdua
2056001623474999521,-1,Tidak Spesifik,0,lah ngapain ibunya ikut teriak anaknya trauma depresi bukannya bawa psikolog malah balik bentak gila kali
2056000902394425766,-1,Tidak Spesifik,0,hari aku makan bakmi maknyus jumbo lengkap indomie soto roti pake selai coklat peanut butter chiki taro jujur enak kotak dark coklat pisang dubai cuwi cuki cal estimated bunuh diri
2055991196460495305,-1,Tidak Spesifik,0,hak dasar pekerja dibilang kiri utopia senegara bunuh diri aje pulau pulau isi ikan sapu sapu
2055986601268822440,1,Masalah Keluarga,1,el diajak berobat rs nya mika terus pas hale sama malo muncul ketemu rs jadilah malo ngejar hale pemalu disaksikan bapak malo alay tampak bikin depresi si mika tampung idenya ethdah
2055982439416361217,2,Finansial,1,dampak kesehatan mental sosial tekanan hutang rasa cemas terus menerus memicu stres berat depresi hingga gangguan kesehatan jiwa lainnya
2055980553015533956,-1,Tidak Spesifik,0,payola payola dikata depresi gegara error apa oon
2055977243046990007,4,Pekerjaan,1,ferrari cabang oke ferrari f auto depresi jurdun sebelumnya mengakhiri karir nya bersama ferrari
2055974382686839026,-1,Tidak Spesifik,0,duh besok senin depresi
